CustomerID,Frequency,Monetary,ProductDiversity,Recency,AvgSpendPerTxn,Decorations_Pct,Gadgets_Pct,Homeware_Pct,Kitchenware_Pct,Other_Pct,Stationery_Pct,NextQuarterSpend
12346,1,77183.6,1,256,77183.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0
12347,5,2790.86,82,60,558.172,0.0,17.34089133815383,1.4619149652795194,11.860143468321592,57.566484882795976,11.770565345449073,1519.14
12348,4,1797.24,22,6,449.31,3.538759431127729,0.0,0.0,15.023035320825265,58.40288442278159,23.03532082526541,0.0
12350,1,334.4,17,240,334.4,0.0,0.0,0.0,11.842105263157894,88.15789473684211,0.0,0.0
12352,7,2194.31,47,3,313.47285714285715,1.4833820198604575,5.550719816252034,5.232168654383383,14.60367951656785,72.67888311131973,0.45116688161654467,311.73
12353,1,89.0,4,134,89.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
12354,1,1079.4,58,163,1079.4,4.646099685010191,1.8343524180100053,0.0,12.724661849175467,75.66425792106726,5.130628126737076,0.0
12355,1,459.4,13,145,459.4,0.0,0.0,20.962124510230737,25.03265128428385,54.005224205485426,0.0,0.0
12356,2,2753.08,53,176,1376.54,0.0,0.0,7.082976157612565,38.65706772051666,47.9052552050794,6.354700916791376,58.349999999999994
12358,1,484.86,12,81,484.86,0.0,0.0,3.6876624180175717,17.815451883017776,78.49688569896465,0.0,683.2
12359,3,3495.73,135,120,1165.2433333333333,1.089901107923095,0.9726151619261212,0.965463579853135,19.469467035497594,76.36116061595146,1.1413924988485955,2876.85
12360,2,1618.28,63,43,809.14,0.0,0.0,0.0,14.444966260474082,79.7303309686828,5.824702770843118,1043.78
12361,1,189.9,10,218,189.9,0.0,0.0,0.0,10.426540284360188,89.5734597156398,0.0,0.0
12362,5,2577.34,121,3,515.4680000000001,1.536467831174777,2.3279815623860256,0.5819953905965064,18.017801299013712,74.0484375363747,3.4873163804542666,2648.89
12363,2,552.0,23,40,276.0,24.684782608695652,0.0,21.73913043478261,26.913043478260867,17.206521739130434,9.456521739130434,0.0
12364,2,703.72,34,8,351.86,9.83345648837606,0.0,17.052236685045187,20.93162053089297,33.126811800147784,19.055874495537996,609.38
12365,2,641.38,22,222,320.69,0.0,1.5435467273691101,5.410209236334155,1.9879010882783998,88.34544263930898,2.712900308709345,0.0
12370,3,2806.41,125,205,935.4699999999999,11.495469300636756,11.15482057147744,15.44678076261131,8.838694274892124,52.28209705638164,0.7821380340007341,739.28
12372,3,1298.04,34,2,432.68,0.0,0.0,0.0,25.353610058241653,73.49080151613202,1.155588425626329,0.0
12373,1,364.6,14,242,364.6,0.0,0.0,0.0,5.430608886450904,94.5693911135491,0.0,0.0
12375,1,230.3,11,29,230.3,0.0,0.0,0.0,0.0,100.0,0.0,227.20000000000002
12377,2,1628.12,72,246,814.06,4.311721494730119,5.527848070166819,18.55514335552662,3.6483797263101,62.351669410117196,5.605237943149154,0.0
12378,1,4008.62,219,60,4008.62,7.9102035114328615,6.890401185445365,2.9336779240736215,8.438315430247815,64.2475465372123,9.579855411588028,0.0
12379,2,852.24,39,12,426.12,0.0,0.0,5.385806814981695,21.630057260865485,66.99990612972871,5.984229794424105,0.0
12380,2,1233.56,52,8,616.78,3.8465903563669386,4.03709588508058,0.0,3.939816466162976,88.17649729238951,0.0,1491.25
12381,1,1268.74,62,50,1268.74,4.374418714630264,8.288538234784117,1.308384696628151,15.199331620347747,66.1948074467582,4.634519286851522,576.57
12383,5,1850.56,84,115,370.11199999999997,0.0,0.0,8.105654504582397,16.07513401348781,66.99701711914231,8.82219436278748,0.0
12384,1,292.69,14,52,292.69,0.0,13.66633639687041,0.0,19.197786053503705,67.13587754962589,0.0,292.58
12386,2,401.9,10,268,200.95,0.0,0.0,0.0,20.97536700671809,79.02463299328191,0.0,0.0
12388,5,2494.26,56,6,498.85200000000003,19.137940711874464,12.063698251184718,3.77667123716052,32.20474208783366,24.301396005228,8.515551706718627,286.4
12390,1,549.84,32,10,549.84,0.0,0.0,5.456132693147097,9.60279353993889,79.81230903535574,5.128764731558271,0.0
12393,4,1582.6000000000001,47,3,395.65000000000003,0.0,2.7296853279413615,0.0,3.5447996967016304,93.72551497535699,0.0,0.0
12394,1,381.08,21,148,381.08,0.0,0.0,0.0,28.655400440852315,71.3445995591477,0.0,891.4
12395,8,1899.57,65,43,237.44625,0.0,5.780255531515027,0.0,19.083266212879757,65.49008459809326,9.646393657511961,1119.06
12397,1,1214.81,70,66,1214.81,0.0,2.4695219828615174,3.9314789967155357,25.75793745523991,67.01130217894156,0.8297593862414699,1195.09
12399,4,1108.65,47,50,277.1625,6.7135705587877155,2.2513868218103097,0.0,23.827177197492446,58.98164434221801,8.226221079691515,0.0
12401,1,84.3,5,234,84.3,0.0,0.0,0.0,43.23843416370107,56.761565836298935,0.0,0.0
12402,1,225.6,11,254,225.6,0.0,0.0,0.0,4.388297872340425,87.76595744680851,7.845744680851065,0.0
12405,1,1710.39,54,79,1710.39,18.08944158934512,2.0276077385859366,0.0,21.435462087594058,56.681809411888516,1.765679172586369,0.0
12406,1,1621.25,48,114,1621.25,0.0,4.315188897455667,8.734001542020048,17.775173477255205,69.17563608326908,0.0,1794.05
12407,4,1407.3600000000001,50,64,351.84000000000003,0.8952933151432468,0.47748976807639826,5.371759890859481,44.39589017735334,36.461886084583895,12.39768076398363,300.76
12408,4,2134.0499999999997,67,29,533.5124999999999,0.0,11.52175441062768,2.572573276165038,10.57144865396781,72.47768327827372,2.8565403809657695,754.5
12409,3,11072.67,91,9,3690.89,9.246821227400439,7.553733652316922,4.611353901091607,20.98138931260482,54.84314081427514,2.7635610923110687,0.0
12410,2,693.3299999999999,26,239,346.66499999999996,0.0,9.807739460285868,0.0,6.923110207260613,75.65372910446685,7.615421227986674,0.0
12412,3,1226.88,43,5,408.96000000000004,0.7629107981220656,0.0,0.0,13.024908711528429,82.58346374543557,3.6287167449139277,0.0
12413,2,563.9,25,167,281.95,0.0,0.0,0.0,14.045043447419756,77.33640716439085,8.618549388189395,194.20000000000002
12414,3,562.41,16,148,187.47,33.36533845415266,0.0,0.0,12.908732063796874,45.40459806902438,8.321331413026085,0.0
12415,15,102087.88,382,30,6805.858666666667,7.331624478831376,1.8987268616019843,3.1778209127273485,24.699063199274978,58.32522920448538,4.567535343078923,22826.649999999998
12417,7,2816.52,132,37,402.36,0.0,2.3894735347166005,1.5710877252780027,22.465311803218157,69.956897163876,3.617229772911252,832.58
12418,1,668.58,34,43,668.58,22.645008824673187,0.0,7.044781477160549,4.4422507403751235,59.9090609949445,5.95889796284663,0.0
12421,3,628.56,25,45,209.51999999999998,0.0,7.2355861015654845,9.664948453608249,12.250222731322388,59.16221204021892,11.687030673284971,178.48
12422,3,803.5600000000001,39,26,267.85333333333335,2.5884812584001193,0.0,6.608093981781075,6.3094230673502905,84.49400169246852,0.0,0.0
12423,7,1650.67,86,31,235.81,1.107429104545427,8.680111712213828,8.770983903505847,9.367105478381506,62.84781331217021,9.226556489183181,208.64000000000001
12424,2,1760.96,30,93,880.48,34.391468290023624,0.0,0.0,19.063465382518626,37.652189714701066,8.89287661275668,0.0
12425,1,777.2,36,8,777.2,0.0,0.0,3.417395779722079,24.45959855892949,62.164179104477604,9.958826556870818,0.0
12426,1,582.73,30,125,582.73,0.0,1.7503818234860051,0.0,23.269781888696308,69.88313627237314,5.096700015444545,0.0
12427,1,303.5,10,302,303.5,0.0,0.0,10.082372322899506,13.047775947281712,76.86985172981878,0.0,522.3
12428,8,7548.12,252,51,943.515,4.272587081286466,1.6229206742871074,8.692760581442796,10.685044752865615,68.99042410560511,5.736262804512912,408.34000000000003
12429,3,2844.88,62,103,948.2933333333334,2.8050392283681567,26.890413655409013,0.0,24.569753381513458,45.112623379545006,0.6221703551643656,905.52
12431,11,4874.57,134,50,443.14272727272726,1.6021926036552967,32.97336995878611,6.812908625786481,5.906572272015788,50.228430405143435,2.4765261346128993,1612.88
12432,3,4016.66,75,101,1338.8866666666665,1.0979271334890184,7.229887518485508,5.489635667445091,4.981751007055614,77.24228587931266,3.9585127942121066,1042.66
12433,3,6395.23,151,22,2131.7433333333333,0.0,0.5535375584615411,4.1440260944485185,27.427629655227413,65.44174329930276,2.433063392559767,6980.64
12434,2,806.14,46,15,403.07,10.81077728434267,0.0,15.332324410152081,13.687448830228,53.828119185253186,6.341330290024065,0.0
12435,2,7829.89,31,10,3914.945,0.0,26.165118539340916,4.521136312259815,3.673614827283653,65.64013032111562,0.0,0.0
12436,1,509.01,16,30,509.01,55.22681283275378,0.0,0.0,26.58101019626334,18.19217697098289,0.0,0.0
12437,12,3034.0099999999998,66,8,252.83416666666665,2.610406689496739,0.6644671573264426,5.9327424761289524,33.22500585034327,38.06447572684335,19.50290209986124,1917.4
12438,1,890.0699999999999,49,71,890.0699999999999,0.0,2.235779208376869,0.0,22.473513319177147,65.09150965654388,10.19919781590212,2016.78
12441,1,173.55,11,297,173.55,22.039757994814174,0.0,8.64304235090752,0.0,28.52203975799481,40.795159896283494,0.0
12444,3,3189.81,107,16,1063.27,0.0,0.6771563196554026,1.9703367912195398,19.565428661895222,77.05286521767755,0.7342130095522931,1815.65
12447,1,476.49,26,174,476.49,0.0,0.0,6.421960586790908,34.439337656613986,59.138701756595104,0.0,0.0
12449,3,2724.58,84,22,908.1933333333333,0.0,17.701810921316312,0.17176959384565693,11.36872472087441,60.78478150760852,9.97291325635511,1342.71
12450,2,197.88,7,87,98.94,0.0,0.0,15.16070345664039,25.37901758641601,59.460278956943604,0.0,0.0
12451,2,5307.82,162,148,2653.91,2.907031511995509,1.1191035114227688,1.8176954003715273,11.937104121842868,71.17724414166268,11.041821312704652,3727.7
12453,1,707.09,43,65,707.09,7.1278055127352955,0.0,6.364112064942227,21.39614476233577,61.2086155934888,3.9033220664979,0.0
12455,6,2466.86,85,4,411.1433333333334,17.451334895373062,17.61267360125828,6.348151090860446,10.140016052795863,37.48246759037805,10.965356769334294,0.0
12456,2,2265.4,77,62,1132.7,1.1123863335393307,1.3242694446896794,0.450251611194491,30.46702569082722,62.18239604484859,4.4636708749006795,915.64
12457,6,2166.88,53,12,361.1466666666667,1.8275123680129957,0.7845381377833567,0.0,15.388023333087203,80.61175515026213,1.3881710108543157,196.35
12458,2,947.4,35,2,473.7,9.601013299556682,11.652944901836607,0.0,3.2140595313489553,75.53198226725776,0.0,0.0
12461,2,826.88,35,24,413.44,3.3922697368421053,5.442143962848297,13.627128482972136,12.087606424148605,61.822755417956664,3.628095975232198,0.0
12462,1,762.11,40,234,762.11,0.0,12.18328062878062,13.816903071735053,21.608429229376338,51.05299759877183,1.3383894713361588,427.48
12463,3,985.79,51,106,328.59666666666664,0.0,10.164436644721492,6.6616622201483064,13.209709978798731,67.93130382738717,2.0328873289442986,358.99
12464,6,780.55,6,37,130.09166666666667,0.0,0.0,0.0,0.0,100.0,0.0,431.5
12465,1,440.94,26,100,440.94,0.0,2.834852814441874,0.0,22.452034290379643,64.31714065405725,10.39597224112124,301.25
12468,2,729.5400000000001,36,118,364.77000000000004,2.0355292376017764,1.850481125092524,0.0,7.23743728925076,80.90714696932312,7.969405378731804,0.0
12471,21,11780.16,116,8,560.96,0.9386969277157526,6.117064623910031,1.0833469154918098,41.18959335017521,42.086864694537255,8.58443348816994,8043.89
12472,5,4927.6,180,69,985.5200000000001,6.629596558162189,2.2233947560678624,4.821819952918256,17.339475606786266,65.90754119652568,3.078171929539735,1644.51
12473,2,1186.25,60,45,593.125,0.0,2.1412012644889353,0.0,7.114857744994731,76.69293993677555,14.051001053740778,2752.2999999999997
12474,13,4362.06,153,29,335.54307692307697,2.725317854408238,1.7225806155807113,6.203491011127769,9.642004007280962,72.5223862120191,7.184220299583223,3013.73
12476,7,3725.27,96,15,532.1814285714286,0.7301484187723306,2.571625680823135,2.6172599569964055,17.221570517036348,72.61326024690827,4.246135179463502,3091.15
12477,3,8834.03,156,31,2944.6766666666667,1.9255085164981325,2.4881056550634306,7.4371492965271795,14.178579878039807,73.36617602611717,0.6044806277542639,4385.71
12480,3,2144.95,97,74,714.9833333333332,0.0,0.6993170003962798,6.545607123709177,20.362712417538873,72.39236345835567,0.0,1136.6799999999998
12481,8,4101.76,112,110,512.72,0.0,7.58089210485255,0.8805975971290372,13.353536043064441,73.41775237946638,4.767221875487595,1494.56
12483,6,1624.06,38,29,270.6766666666667,5.486250507986159,16.111473714025344,1.8620001724074235,0.0,75.91221999187223,0.6280556137088531,860.9200000000001
12484,4,3663.15,222,31,915.7875,6.704612150744578,2.070895267734054,7.710576962450349,11.523688628639285,60.91888129069244,11.071345699739295,878.57
12488,1,553.39,21,6,553.39,0.0,27.93689802851515,0.0,0.0,70.39339344765898,1.6697085238258733,745.27
12489,1,334.93,15,267,334.93,0.0,0.0,0.0,20.15346490311408,71.55226465231542,8.294270444570508,0.0
12490,6,3552.59,102,24,592.0983333333334,1.2666814915315305,5.762556332140776,10.319231884343534,3.5225004855612383,70.80665092228487,8.322378884138052,1865.3400000000001
12492,1,126.39000000000001,9,36,126.39000000000001,8.307619273676714,0.0,0.0,0.0,73.70045098504629,17.991929741276998,136.82
12493,2,433.74,20,96,216.87,0.0,5.754599529672154,0.0,0.0,94.24540047032784,0.0,0.0
