CustomerID,Frequency,Monetary,ProductDiversity,Recency,AvgSpendPerTxn,Decorations_Pct,Gadgets_Pct,Homeware_Pct,Kitchenware_Pct,Other_Pct,Stationery_Pct,NextQuarterSpend,HighValue
16566,3,463.88,9,101,154.6266666666667,0.0,11.38225403121497,25.51521945330689,0.0,63.10252651547816,0.0,150.78,0
17629,5,798.38,66,51,159.676,4.07700593702247,0.0,1.7021969488213635,3.926701570680628,81.957213357048,8.336882186427516,1015.74,0
14307,6,2995.72,150,19,499.2866666666666,11.27742245603728,10.13379087498164,7.020015221716316,10.317386137556248,49.60009613715568,11.651289172552843,0.0,1
14320,2,477.79,29,137,238.895,0.0,14.818225580275854,9.418363716277026,4.165009732309173,46.520437849264326,25.077963121873623,0.0,0
13593,5,2037.08,77,39,407.41600000000005,15.183497948043277,14.367624246470436,4.997349146817995,3.5639248335853275,59.9485538123196,1.939050012763367,0.0,1
15706,2,878.76,48,6,439.38,0.0,2.0142018298511544,6.042605489553462,7.328508352678775,78.78829259410989,5.826391733806728,181.8,0
12783,1,339.02,18,6,339.02,38.01545631526164,13.078874402690108,0.0,0.0,48.905669282048265,0.0,1886.89,0
13860,1,405.88,24,17,405.88,9.815709076574358,7.071055484379619,22.43273874051444,6.785256726125949,49.53434512663842,4.360894845767223,840.02,0
17063,4,671.87,35,94,167.9675,0.0,3.720957923407802,8.238200842424874,7.87354696593091,77.53285605846371,2.6344382097727244,789.27,0
15392,2,665.46,43,19,332.73,11.594986926336668,0.0,12.172031376791994,22.453641090373576,44.78105370721005,8.998286899287708,870.07,0
14487,4,847.4599999999999,81,13,211.865,7.024520331343072,20.166143534798103,13.068463408302458,14.739338729851555,45.00153399570482,0.0,348.87,0
18205,1,225.76,15,5,225.76,0.0,0.0,32.64528703047485,41.32707299787385,19.38341601700921,6.644223954642098,291.6,0
12619,7,2760.38,37,8,394.34,8.02498206768633,4.121171722733826,0.0,42.03841500083322,42.18549619979858,3.629935008948043,880.86,1
16466,5,1002.18,68,34,200.436,25.833682571993048,22.508930531441457,0.2334909896425791,0.3312778143646849,51.09261809255822,0.0,601.28,0
14364,8,3717.35,61,39,464.66875,21.901354459494,0.8608282782089391,1.3396640079626616,5.5362018642312405,69.15141162387184,1.2105397662313209,0.0,1
14628,2,671.96,22,22,335.98,15.035121138162983,18.12607893326984,12.009643431156617,6.2950175605690815,32.92606702779927,15.608071909042206,0.0,0
14896,2,468.77,43,135,234.385,0.0,3.146532414616976,11.05019519167182,26.37754122490773,57.34581991168376,2.079911257119696,0.0,0
12921,27,11395.98,192,15,422.0733333333333,7.020370341120291,12.25186425388602,2.4736793149865126,11.124098146890397,63.84988390643016,3.280104036686621,5191.110000000001,1
14758,4,1484.06,54,75,371.015,4.194574343355391,1.6845680093796749,19.242483457542143,10.019810519790305,62.331711655862975,2.526852014069512,0.0,0
13496,1,501.01,26,290,501.01,5.329234945410271,17.245164767170316,0.0,22.39476257958923,54.02486976307858,1.0059679447516017,152.32,0
